ARI201704040,SFN,7,0,1,0,0,D
ARI201704040,SFN,7,0,1,1,2,BCCC
ARI201704040,SFN,7,0,2,0,0,X
ARI201704040,SFN,7,1,0,3,2,CTBBBFB
ARI201704040,SFN,7,1,0,2,0,*BBC
ARI201704040,SFN,7,1,0,2,1,*BBCX
ARI201704040,SFN,7,1,1,1,2,FFBS
ARI201704040,SFN,7,1,2,1,2,BSSC
ARI201704040,SFN,8,0,0,3,2,FBBFBS
ARI201704040,SFN,8,0,1,3,2,BBCBFFS
ARI201704040,SFN,8,0,2,1,2,FBFD
ARI201704040,SFN,8,0,2,2,2,BBFFS
ARI201704040,SFN,8,1,0,0,0,X
ARI201704040,SFN,8,1,1,3,2,FBCBBX
ARI201704040,SFN,8,1,2,1,2,CSBS
ARI201704040,SFN,9,0,0,1,2,FBSC
ARI201704040,SFN,9,0,1,3,2,BFBFBS
ARI201704040,SFN,9,0,2,0,0,X
ARI201704040,SFN,9,1,0,1,0,BX
ARI201704040,SFN,9,1,1,3,2,CSBFBFBB
ARI201704040,SFN,9,1,1,0,2,CFFS
ARI201704040,SFN,9,1,2,0,1,FB
ARI201704040,SFN,9,1,2,1,2,FBSC
ARI201704050,SFN,1,0,0,3,2,BBBCCFX
ARI201704050,SFN,1,0,1,0,1,CX
ARI201704050,SFN,1,0,2,2,0,BBD
ARI201704050,SFN,1,0,2,0,0,X
ARI201704050,SFN,1,1,0,0,1,CX
ARI201704050,SFN,1,1,1,3,0,BBBB
ARI201704050,SFN,1,1,1,0,2,FFC
ARI201704050,SFN,1,1,2,1,2,SCBX
ARI201704050,SFN,2,0,0,0,0,X
ARI201704050,SFN,2,0,1,2,0,BBD
ARI201704050,SFN,2,0,1,0,0,B
ARI201704050,SFN,2,0,1,3,2,BSSBBX
ARI201704050,SFN,2,0,2,0,0,E
ARI201704050,SFN,2,0,2,1,2,BCFFX
ARI201704050,SFN,2,1,0,2,2,BCFFFBD
ARI201704050,SFN,2,1,0,2,2,SBFBX
ARI201704050,SFN,2,1,1,0,1,SX
ARI201704050,SFN,2,1,2,3,2,F*BBBCFX
ARI201704050,SFN,3,0,0,0,2,MCFC
ARI201704050,SFN,3,0,1,0,0,D
ARI201704050,SFN,3,0,1,0,0,E
ARI201704050,SFN,3,0,1,0,2,CSD
ARI201704050,SFN,3,0,1,0,2,CCE
ARI201704050,SFN,3,0,2,1,2,BFWX
ARI201704050,SFN,3,1,0,0,0,X
ARI201704050,SFN,3,1,1,1,2,CBSD
ARI201704050,SFN,3,1,1,1,1,BFE
ARI201704050,SFN,3,1,1,0,2,FCS
ARI201704050,SFN,3,1,2,0,1,CD
ARI201704050,SFN,3,1,2,1,2,FCFBS
ARI201704050,SFN,4,0,0,0,2,CFT
ARI201704050,SFN,4,0,1,1,2,BCFS
ARI201704050,SFN,4,0,2,1,2,CCBS
ARI201704050,SFN,4,1,0,1,0,BX
ARI201704050,SFN,4,1,1,1,1,FBX
ARI201704050,SFN,4,1,2,2,2,FBSBX
ARI201704050,SFN,5,0,0,2,1,BBFX
ARI201704050,SFN,5,0,1,0,1,FE
ARI201704050,SFN,5,0,1,3,2,BBSBCFX
ARI201704050,SFN,5,0,2,3,2,BBCFBFFFB
ARI201704050,SFN,5,0,2,3,2,SBBSBFT
ARI201704050,SFN,5,1,0,2,2,CSBFBFX
ARI201704050,SFN,5,1,1,0,1,FX
ARI201704050,SFN,5,1,2,0,1,CD
ARI201704050,SFN,5,1,2,3,2,BBCSBFB
ARI201704050,SFN,5,1,2,2,1,BBCS
ARI201704050,SFN,5,1,2,3,2,BBCSBE
ARI201704050,SFN,5,1,2,2,1,BBFE
ARI201704050,SFN,5,1,2,0,2,SFX
ARI201704050,SFN,6,0,0,1,2,BCFS
ARI201704050,SFN,6,0,1,1,2,BFFS
ARI201704050,SFN,6,0,2,0,0,X
ARI201704050,SFN,6,1,0,0,1,CD
